Age,Gender,Living_Status,Credit_Amt>20000,Credit_overdue,Car_two_wheeler,Residence,Credit_default,Stable_Income,Employment_Tenure(Months),Monthly_Income,Alternative_Source,Loan_repayment,Loan_type,Loan_default,Loan_int_rate,Loan_Amt,Collateral_asset,Financial_Counselling,Financial_budgeting,Credit_rating_awareness,Bank_name,Bank_tenure,Loan_services_usage,Interaction_time,Interest_rate_satisfaction,Digital_lending,Digital_leding_frequency,Recommendation_likelihood,loan_processing_delays,Financial_advice,churn_possibility,Reasons_for_churn
26,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,17,27000,No,Yes,Debt Consolidation,Yes,15,249500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
26,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,19,28000,No,Yes,Medical ,Yes,14,281500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
27,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,22,29750,No,No,Medical ,Yes,12,337500,No,No,I don't have a specific budget,No,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,23,30500,No,Yes,Debt Consolidation,Yes,13,361500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
28,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Tier 2 City,Yes,Yes,6,33500,No,Yes,Debt Consolidation,Yes,13,457500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
28,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,9,35250,Yes,Yes,Debt Consolidation,Yes,16,513500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,11,36250,No,No,Medical ,Yes,12,545500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
29,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,13,37000,No,No,Medical ,Yes,14,569500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
29,Female,Single,No,Yes,No,Rural Area,Yes,No,15,38000,No,No,Debt Consolidation,Yes,16,601500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
29,Female,Single,No,Yes,No,Rural Area,Yes,No,16,38750,No,Yes,Home Loan,Yes,12,625500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,No,Rarely,Yes,Recommendations from friends or family to switch
30,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 2 City,Yes,Yes,20,40500,No,Yes,Debt Consolidation,Yes,16,681500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Occasionally,Yes,Recommendations from friends or family to switch
31,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,23,28500,No,Yes,Debt Consolidation,Yes,15,737500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
32,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,4,33000,No,Yes,Debt Consolidation,Yes,12,785500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Occasionally,Yes,Recommendations from friends or family to switch
32,Female,Single,No,Yes,No,Rural Area,Yes,No,6,35250,No,No,Medical ,Yes,13,809500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
32,Female,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,9,40500,No,No,Medical ,Yes,14,865500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,No,Occasionally,Yes,Recommendations from friends or family to switch
32,Male,Single,Yes,Yes,No,Rural Area,Yes,No,11,43500,No,No,Medical ,Yes,14,897500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
33,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,13,45750,No,No,Medical ,Yes,14,921500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
34,Male,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,16,45750,No,Yes,Home Loan,Yes,16,977500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Occasionally,Yes,Recommendations from friends or family to switch
36,Male,Single,No,No,Yes,Tier 2 City,No,Yes,12,36700,No,Yes,Medical ,Yes,14,1161500,Yes,Yes,I maintain a budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Rarely,2,No,Occasionally,Yes,Recommendations from friends or family to switch
37,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Rural Area,No,Yes,14,36700,No,No,Medical ,No,7,1185500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Rarely,3,No,Rarely,Yes,Recommendations from friends or family to switch
25,Male,Single,Yes,Yes,No,Rural Area,Yes,No,9,27000,No,Yes,Educational Loan,Yes,12,121500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,No,Rarely,Yes,Recommendations from friends or family to switch
25,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,10,27000,No,Yes,Educational Loan,Yes,16,145500,No,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,5,No,Rarely,Yes,Recommendations from friends or family to switch
26,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,14,27000,No,Yes,Educational Loan,Yes,14,201500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
26,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,16,27000,No,No,Educational Loan,Yes,15,233500,No,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
25,Male,Single,Yes,Yes,No,Rural Area,Yes,No,9,25000,No,Yes,Debt Consolidation,Yes,13,121500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
26,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,14,28000,No,Yes,Educational Loan,Yes,14,201500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
26,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,16,29200,No,No,Educational Loan,Yes,14,233500,No,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
27,Female,Single,Yes,Yes,No,Rural Area,Yes,No,11,28000,Yes,No,Educational Loan,Yes,15,401500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
28,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Tier 2 City,Yes,Yes,15,22600,No,Yes,Debt Consolidation,Yes,13,457500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,2,No,Occasionally,Yes,Recommendations from friends or family to switch
28,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,18,24700,Yes,Yes,Debt Consolidation,Yes,13,513500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,3,No,Occasionally,Yes,Recommendations from friends or family to switch
29,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,22,26800,No,No,Debt Consolidation,Yes,15,569500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
31,Male,Single,No,No,Yes,Tier 1 City,No,Yes,17,25600,No,Yes,Home Loan,Yes,15,737500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
32,Female,Single,Yes,No,Yes,Tier 1 City,No,Yes,21,27700,No,Yes,Home Loan,Yes,13,793500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
34,Male,Single,Yes,Yes,No,Rural Area,No,Yes,16,36700,No,No,Debt Consolidation,No,6,961500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,2,No,Rarely,Yes,Recommendations from friends or family to switch
35,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,Yes,23,36700,Yes,Yes,Ventures,Yes,12,1073500,No,Yes,I don't have a specific budget,Yes,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Almost Never,2,No,Rarely,Yes,Recommendations from friends or family to switch
36,Male,"Conjugal (Married, Live-in, Co live)",No,No,No,Rural Area,No,Yes,12,36800,No,No,Debt Consolidation,No,7,1153500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Rarely,3,No,Rarely,Yes,Recommendations from friends or family to switch
37,Male,Single,No,No,No,Rural Area,Yes,Yes,15,65800,Yes,Yes,Debt Consolidation,Yes,16,1209500,Yes,Yes,I maintain a budget,Yes,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Almost Never,2,No,Rarely,Yes,Recommendations from friends or family to switch
22,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,5,22000,No,No,Educational Loan,Yes,15,58000,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
25,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,8,27000,No,Yes,Educational Loan,Yes,15,113500,No,No,I don't have a specific budget,No,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
25,Male,Single,Yes,Yes,No,Rural Area,Yes,No,12,27000,No,Yes,Educational Loan,Yes,14,169500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
26,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,19,27000,No,Yes,Educational Loan,Yes,14,281500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
27,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,22,27000,No,No,Medical ,Yes,13,337500,No,No,I don't have a specific budget,No,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,No,Occasionally,Yes,Recommendations from friends or family to switch
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 1 City,Yes,Yes,22,28000,No,Yes,Debt Consolidation,Yes,16,393500,No,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
28,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,7,28000,No,No,Debt Consolidation,Yes,15,449500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
28,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,10,28000,No,No,Medical ,Yes,13,505500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
29,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,17,28000,No,No,Medical ,Yes,15,617500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Occasionally,Yes,Recommendations from friends or family to switch
30,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 1 City,Yes,Yes,21,29000,No,Yes,Debt Consolidation,Yes,15,673500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
30,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,24,29000,No,Yes,Debt Consolidation,Yes,13,729500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
35,Male,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,No,Yes,24,44860,Yes,Yes,Debt Consolidation,Yes,15,1065500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,3,No,Occasionally,Yes,Recommendations from friends or family to switch
25,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,10,23750,No,Yes,Home Loan,Yes,15,145500,No,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
26,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,14,25500,No,Yes,Medical ,Yes,13,201500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
28,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,6,33750,Yes,No,Medical ,Yes,16,465500,No,No,I don't have a specific budget,No,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
29,Male,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,13,37250,No,Yes,Home Loan,Yes,16,577500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,No,Occasionally,Yes,Recommendations from friends or family to switch
29,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,17,39000,No,Yes,Home Loan,Yes,13,633500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
30,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,20,24000,No,No,Medical ,Yes,15,689500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
32,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,10,41250,Yes,Yes,Debt Consolidation,Yes,12,873500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,No,Occasionally,Yes,Recommendations from friends or family to switch
33,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Tier 2 City,Yes,Yes,13,45750,No,Yes,Home Loan,Yes,16,929500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,No,Occasionally,Yes,Recommendations from friends or family to switch
34,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,17,45750,Yes,Yes,Home Loan,Yes,15,985500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Occasionally,Yes,Recommendations from friends or family to switch
35,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,Yes,20,45750,No,No,Debt Consolidation,Yes,14,1041500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,No,Rarely,Yes,Recommendations from friends or family to switch
36,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,23,45750,Yes,Yes,Home Loan,Yes,16,1097500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Occasionally,Yes,Recommendations from friends or family to switch
37,Female,Single,No,Yes,No,Rural Area,Yes,Yes,10,48000,Yes,No,Medical ,Yes,13,1249500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
39,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,17,51000,No,No,Medical ,Yes,15,1361500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,No,Rarely,Yes,Recommendations from friends or family to switch
40,Female,Single,No,Yes,No,Rural Area,Yes,Yes,23,53000,Yes,No,Medical ,Yes,16,1473500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,4,No,Rarely,Yes,Recommendations from friends or family to switch
41,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,6,53000,Yes,Yes,Debt Consolidation,Yes,15,1561500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,No,Frequently,Yes,Recommendations from friends or family to switch
41,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,Yes,10,53000,Yes,Yes,Ventures,Yes,13,1617500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,No,Frequently,Yes,Recommendations from friends or family to switch
42,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,17,57000,Yes,Yes,Home Loan,Yes,14,1729500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,No,Frequently,Yes,Recommendations from friends or family to switch
22,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,20,22000,No,Yes,Home Loan,Yes,16,48000,No,Yes,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
25,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,23,22000,No,No,Medical ,Yes,12,105500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,No,Rarely,Yes,Recommendations from friends or family to switch
